id,name,phone,email,company,status,disposition,summary,called_at_iso,log_id
16733,Namrata Power Systems,+919762061555,info@namratapower.com,Namrata Power Systems,completed,Answered,"The sales agent initiated the call and introduced herself, but the interaction concluded before the lead provided any response.",2026-05-07T09:19:49.190771Z,
16734,Hyderabad AC Services,+918712322475,info@hyderabadacservices.com,Hyderabad AC Services,completed,Answered,"The call was a very brief opening by the sales assistant, introducing herself and her company, but no interaction or response from the prospect is recorded in this snippet.",2026-05-07T09:18:16.498970Z,
16735,Eendee Sales & Services Pvt Ltd,+919920933873,info@eendee.com,Eendee Sales & Services Pvt Ltd,completed,Answered,"The agent introduced themselves and asked for the prospect's time, but the transcript ends before any interaction or response could occur.",2026-05-07T09:17:53.276688Z,
16736,R.P. Electronics,+919436128303,electronicsrp720@gmail.com,R.P. Electronics,completed,Answered,The call has just begun with the agent's introduction and a request for a minute of the prospect's time. No actual conversation or outcome has occurred yet.,2026-05-07T09:17:05.628264Z,
16737,AG Power Systems,+919867731444,agpowercompany@gmailcom,AG Power Systems,completed,Answered,"The sales agent introduced herself, but the call ended immediately before any dialogue or qualifying conversation occurred.",2026-05-07T09:15:34.913384Z,
16738,MPower India Pvt. Ltd.,+917977741332,advertising@mpowergroup.in,MPower India Pvt. Ltd.,completed,Answered,The call has just begun with the sales agent introducing herself and asking if the prospect has a minute. No actual sales conversation or outcome has occurred yet.,2026-05-07T09:15:17.742519Z,
16739,KRITI STEEL Industries,+919892706144,kirtisteel121@rediffmail.com,KRITI STEEL Industries,completed,Answered,"The agent initiated the call and introduced herself, but the transcript ends before any interaction or response from the prospect occurred.",2026-05-07T09:14:52.504048Z,
16740,Atmajyoti Ply,+918605966236,jainamoswal2001@gmail.com,Atmajyoti Ply,completed,Answered,"The call initiated with the sales assistant introducing themselves and asking for the prospect's availability, but no further conversation or outcome was reached within the provided transcript.",2026-05-07T09:13:25.956878Z,
16741,Trinity Packaging Co Pvt Ltd,+919773322483,info@trinitypallet.com,Trinity Packaging Co Pvt Ltd,completed,Answered,The call was very brief and ended immediately after the assistant's introduction due to a misunderstanding or unclear response from the user. No progress was made in lead generation.,2026-05-07T09:11:56.387628Z,
16915,PROGRESSIVE TIMBER PVT LTD,+919619442266,info@progressivetimber.com,PROGRESSIVE TIMBER PVT LTD,completed,Call Later,"The user initially stated unavailability but then requested the agent to call back in two minutes to proceed with the discussion, indicating potential interest.",2026-05-07T09:09:13.421292Z,
16742,Matere Packaging,+919881316625,info@materepackaging.com,Matere Packaging,completed,Answered,The call just started with an introduction from the sales agent and a request for the prospect's time. No actual conversation or lead qualification has occurred yet.,2026-05-07T09:04:08.225164Z,
16743,HEMANT WOODEN PACKAGING,+919820362396,INFO@HEMANTWOODENPACKAGAING.COM,HEMANT WOODEN PACKAGING,completed,Answered,"The sales agent introduced herself and asked for the lead's time, but the transcript ends before a response was given.",2026-05-07T09:03:48.979831Z,
16744,Gravity Lab Laboratory Equipment,+919821198397,info@gravitylab.in,Gravity Lab Laboratory Equipment,completed,Answered,The call began with the agent introducing themselves and asking the prospect for a minute of their time; no further interaction is provided in the transcript.,2026-05-07T09:03:31.783781Z,
16745,Chopda Industries,+919823722209,info@chopdaindustries.com,Chopda Industries,completed,Answered,The agent introduced themselves and their company but the transcript concludes before the prospect provides a response.,2026-05-07T09:03:06.562738Z,
16746,AVON APPLIANCES,+919820084688,info@avonappliances.com,AVON APPLIANCES,completed,Answered,"The sales agent introduced themselves and their company, but the call transcript ends before a response or outcome is established.",2026-05-07T09:02:39.334287Z,
16747,Classic Flooring & Interior (P) Ltd,+919019335959,himanshu.sm@squarefoot.co.in,Classic Flooring & Interior (P) Ltd,completed,Answered,"The sales agent introduced themselves and the company, but the transcript ends immediately after the opening greeting.",2026-05-07T09:01:43.991343Z,
16748,Beautex Industries,+919022150000,happy2help@beautex.in,Beautex Industries,completed,Answered,The sales agent reached an automated IVR system for Butech Industries and was unable to connect with a human representative.,2026-05-07T09:00:16.524568Z,
16749,G.T. Pest Control Pvt Ltd,+917875554807,gtpestcontrolpune@gmail.com,G.T. Pest Control Pvt Ltd,completed,Answered,"The sales agent initiated the call with an introduction and a request for the lead's time, but the transcript ends before any interaction occurred.",2026-05-07T08:59:43.048933Z,
16750,Bombay Gift Company,+919820114078,bombaygiftcompany@gmail.com,Bombay Gift Company,completed,Answered,The call has just begun with the sales agent introducing themselves and asking for the prospect's availability.,2026-05-07T08:58:12.427716Z,
16751,Stallion Paints,+917842085441,stallionpaints@gmail.com,Stallion Paints,completed,Answered,"The agent introduced herself and asked for the prospect's time, but the call ended or the transcript concluded before a response was received.",2026-05-07T08:56:36.791514Z,
16752,Colour India Paints Industries,+919848192088,colour_mk@yahoo.com,Colour India Paints Industries,completed,Answered,"The sales agent initiated contact and the prospect was willing to listen, but the conversation ended abruptly before a value proposition could be delivered.",2026-05-07T08:55:57.508032Z,
16753,Shades,+919885374724,shadesno1@gmail.com,Shades,completed,Answered,The sales agent initiated the call with an introduction and a request for the prospect's time. No actual conversation or outcome has occurred yet.,2026-05-07T08:53:29.544890Z,
16754,Monarch Paints,+919966664269,monarchpaintz@gmail.com,Monarch Paints,completed,Answered,"The sales assistant initiated the call and introduced herself, but the transcript ends before a conversation could take place.",2026-05-07T08:53:04.251533Z,
16755,Lakshmi Gayatri Agency,+919000929219,lakshmigayatri99@gmail.com,Lakshmi Gayatri Agency,completed,Answered,The call is an initial contact where the agent introduces themselves and asks for the prospect's availability. No further conversation or lead generation occurred.,2026-05-07T08:49:10.838679Z,
16756,Kailash Hardware Corporation & Kailash Enterprises,+919848287732,kailashwirenetting@gmail.com,Kailash Hardware Corporation & Kailash Enterprises,completed,Answered,"The sales agent successfully initiated the call and introduced themselves, but the transcript ends before the prospect could respond.",2026-05-07T08:48:49.627256Z,
16757,V B Chemicals & Traders,+918154897272,info@Chemicals4construction.com,V B Chemicals & Traders,completed,Answered,The call was a very brief introduction by the sales assistant who asked if the recipient had a minute to talk. No actual discussion or lead generation occurred.,2026-05-07T08:47:06.970819Z,
16758,Fosroc Chemicals (India) (P) Ltd,+917411011070,enquiry.india@fosroc.com,Fosroc Chemicals (India) (P) Ltd,completed,Answered,The call has just begun with the sales agent introducing herself and asking for a minute of the prospect's time. No actual conversation or lead qualification has occurred yet.,2026-05-07T08:46:35.752426Z,
16232,EagleCoats,+919121230001,eaglecoats@rediffmail.com,EagleCoats,completed,Interested,"The call was initially unclear and confused, but the user eventually requested information about the platform and quotation to be sent via email and WhatsApp, stating they would review it and call back.",2026-05-07T08:43:03.680323Z,
16759,Akzo Nobel India Limited,+918336967462,customercare.india@akzonobel.com,Akzo Nobel India Limited,completed,Answered,"The call initiated with an introduction from the assistant, but no meaningful conversation occurred beyond the user saying 'Hello' before the transcript ended.",2026-05-07T08:42:02.181126Z,
16760,EXPERT ENTERPRISES,+919826609826,expertenterprises003@gmail.com,EXPERT ENTERPRISES,completed,Answered,The call has just begun with the agent introducing herself and asking for a minute of the prospect's time. No interaction or response from the prospect has occurred yet.,2026-05-07T08:40:39.412764Z,
16233,FUTURE RAY TECHNO SOLUTIONS,+917259676627,info@frtnsolutions.in,FUTURE RAY TECHNO SOLUTIONS,completed,Interested,The prospect requested to receive and review information via email rather than discussing it over the phone.,2026-05-07T08:37:21.320261Z,
16761,Silitech Computers,+919874035831,silitech@gmail.com,Silitech Computers,completed,Answered,"The agent initiated the call with an introduction, but the transcript ends before a response or conversation took place.",2026-05-07T08:35:20.603099Z,
16762,Aster Infosystems,+919663371804,asterinfosystems@gmail.com,Aster Infosystems,completed,Answered,"The sales agent initiated the call with an introduction and a request for the lead's time, but the transcript concludes before a response is captured.",2026-05-07T08:33:37.770130Z,
16763,Netsoft Systems & Networks,+919845130939,sales@netsoftindia.co.in,Netsoft Systems & Networks,completed,Answered,"The sales agent has just introduced herself and asked if the prospect has a minute, but there is no further interaction recorded.",2026-05-07T08:31:43.113379Z,
16764,Microtouch Infotech Pvt Ltd,+919448066586,info@microtouch.co.in,Microtouch Infotech Pvt Ltd,completed,Answered,The call has just begun with the agent's introduction and a request for the prospect's time. No actual conversation or outcome has been reached yet.,2026-05-07T08:31:19.919288Z,
16765,Zebronics India Private Limited,+919331386745,itsales.support1@zebronics.com,Zebronics India Private Limited,completed,Answered,"The sales agent initiated the call with an introduction, but the transcript ends before a conversation could take place.",2026-05-07T08:30:56.680398Z,
16766,Kothari Electro World,+917892898221,kotharielectroworld@yahoo.com,Kothari Electro World,completed,Answered,"The call began with an introduction from the sales agent and a question about the prospect's availability, but the interaction did not proceed further.",2026-05-07T08:30:39.518118Z,
16767,System Needs,+919845543444,support@systemneeds.in,System Needs,completed,Answered,"The call is an initial outreach from the sales agent, Radhika from Procucev, introducing herself and asking if the prospect has a minute. The prospect has not yet responded.",2026-05-07T08:30:22.315576Z,
16768,Apar Systems & Peripherals,+919393461436,kushal.desai@apar.com,Apar Systems & Peripherals,completed,Answered,"The sales agent initiated the call with an introduction, but the interaction ended before the lead could respond.",2026-05-07T08:29:53.059680Z,
